,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Img_ID_x,Autofocus_score,Z plane,Well coords,Acquisition number,Metrics,Value,Variables,Frequency,Total power,Estimated f,Elapsed time,x,y,Type prediction,Type homography prediction,Type grid prediction,Wellname,time_x,complex_img,Img_ID_y,quality,time_y,Variance,fmean,fmeanbin,fSTD,Spectral_moments
510,510,510,0.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.27.25.ims,,7029.38,8-22,0.0,Brenner,1388757456.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.27.25,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,660.8418366267853,5122.149965879973,5122.149965879973,1229.3318231649066,0.5679868634419698
511,511,511,1.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.26.47.ims,,7034.34,8-22,1.0,Brenner,1397244889.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.26.47,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,662.854167602658,5125.191905218092,5125.191905218092,1228.0864631202046,0.5657442558562353
512,512,512,2.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.27.12.ims,,7039.26,8-22,2.0,Brenner,1392222649.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.27.12,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,662.9579043632184,5172.442067906273,5172.442067906273,1230.56522289618,0.576929162064539
513,513,513,3.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.27.38.ims,,7044.24,8-22,3.0,Brenner,1390105476.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.27.38,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,659.8507769769058,5126.689572286651,5126.689572286651,1226.8830487917487,0.5683308991757917
514,514,514,4.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.22.42.ims,,7049.2,8-22,4.0,Brenner,1381896235.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.22.42,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,656.6858473677363,5130.379076286944,5130.379076286944,1228.1394819058871,0.5727349292534099
515,515,515,5.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.27.00.ims,,7054.02,8-22,5.0,Brenner,1392845105.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.27.00,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,662.9818865062989,5170.166928031526,5170.166928031526,1254.4260589430742,0.5765009636277512
516,516,516,6.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.28.55.ims,,7059.0,8-22,6.0,Brenner,1389269638.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.28.55,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,660.6671746477019,5146.605149694003,5146.605149694003,1239.1004475534962,0.5728698642558708
517,517,517,7.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.29.20.ims,,7063.88,8-22,7.0,Brenner,1388774612.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.29.20,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,660.2780789496011,5122.454328281931,5122.454328281931,1251.380321745391,0.5690539388142248
518,518,518,8.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.29.07.ims,,7068.86,8-22,8.0,Brenner,1384006729.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.29.07,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,657.7173312618921,5098.499109293886,5098.499109293886,1226.1185866485023,0.5648829024999569
519,519,519,9.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.28.29.ims,,7073.84,8-22,9.0,Brenner,1387955155.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.28.29,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,660.7734312969493,5114.96197537617,5114.96197537617,1231.7830149572455,0.5663016759542174
520,520,520,10.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.28.16.ims,,7078.84,8-22,10.0,Brenner,1389165149.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.28.16,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,661.1829490612363,5156.439288368497,5156.439288368497,1265.267897330587,0.5756851794159084
521,521,521,11.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.29.33.ims,,7083.84,8-22,11.0,Brenner,1389812751.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.29.33,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,661.8090941180941,5146.682870429464,5146.682870429464,1252.973560237535,0.5728898058553602
522,522,522,12.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.28.42.ims,,7088.84,8-22,12.0,Brenner,1383571223.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.28.42,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,659.4456842132146,5114.31813636435,5114.31813636435,1222.747374925636,0.5677714937849818
523,523,523,13.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.28.04.ims,,7093.82,8-22,13.0,Brenner,1389344972.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.28.04,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,659.943464033755,5126.334880034,5126.334880034,1238.6170449840056,0.5692891681908654
524,524,524,14.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.31.00.ims,,7098.82,8-22,14.0,Brenner,1392203115.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.31.00,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,660.5886634478666,5134.310667928219,5134.310667928219,1238.189371515281,0.5690649330994859
525,525,525,15.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.29.46.ims,,7019.32,8-22,0.0,Brenner,1383537209.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.29.46,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,658.0099993376917,5093.129895476783,5093.129895476783,1242.130270952196,0.5648047431519758
526,526,526,16.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.30.22.ims,,7014.28,8-22,1.0,Brenner,1392570026.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.30.22,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,661.1614078942163,5170.901831468136,5170.901831468136,1225.108902761315,0.5775344347134718
527,527,527,17.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.31.13.ims,,7009.26,8-22,2.0,Brenner,1391477516.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.31.13,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,661.3460048771796,5171.037357017078,5171.037357017078,1250.4358828614415,0.5775268261466798
528,528,528,18.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.30.34.ims,,7004.2,8-22,3.0,Brenner,1388256093.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.30.34,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,659.6754943660577,5122.115943261149,5122.115943261149,1243.489057238552,0.5675663763710764
529,529,529,19.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.30.09.ims,,6999.14,8-22,4.0,Brenner,1387802870.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.30.09,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,660.8106887008704,5127.882100845261,5127.882100845261,1232.2484044382818,0.569350033518011
530,530,530,20.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.30.47.ims,,6994.04,8-22,5.0,Brenner,1390334222.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.30.47,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,661.7893111249432,5137.901645045516,5137.901645045516,1238.2715437163456,0.5707839662848454
531,531,531,21.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.33.08.ims,,6988.92,8-22,6.0,Brenner,1495806365.0,,,,1.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.33.08,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,1017.1655388662912,7080.686892828636,7080.686892828636,5632.658266478643,0.7395317886233765
532,532,532,22.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.31.38.ims,,6983.88,8-22,7.0,Brenner,1392169779.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.31.38,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,661.7608199549082,5140.974846813208,5140.974846813208,1231.3022685574151,0.5700287412785897
533,533,533,23.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.32.42.ims,,6978.8,8-22,8.0,Brenner,1397206328.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.32.42,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,668.7883617788449,5204.076954645118,5204.076954645118,1244.4732023084089,0.5803721593896984
534,534,534,24.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.32.04.ims,,6973.74,8-22,9.0,Brenner,1390311736.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.32.04,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,661.622161029838,5143.540777089893,5143.540777089893,1239.95436239348,0.571902217939174
535,535,535,25.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.32.17.ims,,6968.72,8-22,10.0,Brenner,1392372984.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.32.17,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,659.8177452550386,5148.550750023429,5148.550750023429,1240.1765950965505,0.5731183679271619
536,536,536,26.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.31.26.ims,,6963.7,8-22,11.0,Brenner,1393063558.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.31.26,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,661.4229251631169,5128.792999097091,5128.792999097091,1238.5437700810423,0.5673357125253804
537,537,537,27.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.32.55.ims,,6958.68,8-22,12.0,Brenner,1408892367.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.32.55,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,689.60146331024,5249.687461466313,5249.687461466313,1278.9516143946937,0.5782571545072195
538,538,538,28.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.31.51.ims,,6953.62,8-22,13.0,Brenner,1393661352.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.31.51,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,660.4586177008314,5157.973051599077,5157.973051599077,1262.7097362366042,0.5739053564578829
539,539,539,29.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.32.29.ims,,6948.58,8-22,14.0,Brenner,1391970246.0,,,,0.0,417.820563077927,47.0909,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-22,20.32.29,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.33.34_F0.ims,3,20.33.34,663.5600749022107,5159.179981029667,5159.179981029667,1249.7673657082294,0.5739273995854574
540,540,540,0.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.15.03.ims,1.0,7016.78,8-11,0.0,Brenner,1393457326.0,,,,1.0,416.317930936813,-2.6808,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-11,20.15.03,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,3,20.21.49,664.6963335194101,5119.181368520597,5119.181368520597,1242.2606755285435,0.5649974530684458
541,541,541,1.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.15.28.ims,1.0,7021.66,8-11,1.0,Brenner,1390097648.0,,,,0.0,416.317930936813,-2.6808,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-11,20.15.28,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,3,20.21.49,662.5157348705761,5112.201947865065,5112.201947865065,1235.9307482198726,0.5661310823506391
542,542,542,2.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.15.16.ims,1.0,7026.62,8-11,2.0,Brenner,1386261439.0,,,,0.0,416.317930936813,-2.6808,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-11,20.15.16,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,3,20.21.49,660.1464190631797,5151.3205913299735,5151.3205913299735,1245.645965206895,0.574555414692251
543,543,543,3.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.15.54.ims,1.0,7031.66,8-11,3.0,Brenner,1386214317.0,,,,0.0,416.317930936813,-2.6808,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-11,20.15.54,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,3,20.21.49,661.6684273522825,5112.657645833878,5112.657645833878,1239.5134316907463,0.5662429858291818
544,544,544,4.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.16.07.ims,1.0,7036.64,8-11,4.0,Brenner,1384697630.0,,,,0.0,416.317930936813,-2.6808,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-11,20.16.07,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,3,20.21.49,660.7438048711047,5098.0606685517405,5098.0606685517405,1241.2089350076053,0.5639713364856618
545,545,545,5.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.16.19.ims,1.0,7041.6,8-11,5.0,Brenner,1386106606.0,,,,0.0,416.317930936813,-2.6808,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-11,20.16.19,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,3,20.21.49,659.5844574108179,5097.693653954489,5097.693653954489,1226.2199028359703,0.5647724160670189
546,546,546,6.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.16.32.ims,1.0,7046.46,8-11,6.0,Brenner,1385133053.0,,,,0.0,416.317930936813,-2.6808,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-11,20.16.32,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,3,20.21.49,659.2730684769194,5121.385199218406,5121.385199218406,1243.0334591047315,0.5688777889913078
547,547,547,7.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.15.41.ims,1.0,7051.44,8-11,7.0,Brenner,1387472589.0,,,,0.0,416.317930936813,-2.6808,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-11,20.15.41,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,3,20.21.49,661.0934503677069,5095.034688171642,5095.034688171642,1229.1912841066037,0.5627813625843672
548,548,548,8.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.17.36.ims,1.0,7056.44,8-11,8.0,Brenner,1382448733.0,,,,0.0,416.317930936813,-2.6808,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-11,20.17.36,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,3,20.21.49,657.851736774866,5112.561603152462,5112.561603152462,1244.7481865623351,0.5691836351489845
549,549,549,9.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.17.49.ims,1.0,7061.38,8-11,9.0,Brenner,1379823108.0,,,,0.0,416.317930936813,-2.6808,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-11,20.17.49,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,3,20.21.49,656.7784357987385,5129.462223220497,5129.462223220497,1264.8099025904794,0.5727671784396605
550,550,550,10.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.17.10.ims,1.0,7066.38,8-11,10.0,Brenner,1383878082.0,,,,0.0,416.317930936813,-2.6808,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-11,20.17.10,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,3,20.21.49,659.6307264929637,5109.920396536479,5109.920396536479,1264.7537713944998,0.5674734841465149
551,551,551,11.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.18.01.ims,1.0,7071.38,8-11,11.0,Brenner,1380004775.0,,,,0.0,416.317930936813,-2.6808,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-11,20.18.01,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,3,20.21.49,658.5260294416001,5099.690172534646,5099.690172534646,1243.302803239324,0.5672553426111413
552,552,552,12.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.16.58.ims,1.0,7076.38,8-11,12.0,Brenner,1382380160.0,,,,0.0,416.317930936813,-2.6808,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-11,20.16.58,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,3,20.21.49,658.8941640944628,5089.073730036244,5089.073730036244,1239.2856905759,0.5633324993171622
553,553,553,13.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.17.23.ims,1.0,7081.38,8-11,13.0,Brenner,1383401775.0,,,,0.0,416.317930936813,-2.6808,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-11,20.17.23,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,3,20.21.49,657.001229571522,5111.312095280185,5111.312095280185,1237.883567229139,0.5690043188109065
554,554,554,14.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.16.45.ims,1.0,7086.3,8-11,14.0,Brenner,1380354663.0,,,,0.0,416.317930936813,-2.6808,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-11,20.16.45,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,3,20.21.49,657.3512644008077,5063.252402168782,5063.252402168782,1229.9335937567887,0.5581739962075138
555,555,555,15.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.20.06.ims,1.0,7006.8,8-11,0.0,Brenner,1392242692.0,,,,0.0,416.317930936813,-2.6808,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-11,20.20.06,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,3,20.21.49,661.0507799763944,5142.177605151094,5142.177605151094,1248.6086543244635,0.5718416406227613
556,556,556,16.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.18.50.ims,1.0,7001.76,8-11,1.0,Brenner,1387075486.0,,,,0.0,416.317930936813,-2.6808,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-11,20.18.50,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,3,20.21.49,658.2385744519544,5159.522212295289,5159.522212295289,1261.5967488331337,0.5769373375268491
557,557,557,17.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.19.15.ims,1.0,6996.7,8-11,2.0,Brenner,1384648600.0,,,,0.0,416.317930936813,-2.6808,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-11,20.19.15,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,3,20.21.49,657.958711516214,5078.4639548424375,5078.4639548424375,1226.0989190134885,0.5600405338228851
558,558,558,18.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.18.37.ims,1.0,6991.68,8-11,3.0,Brenner,1388703303.0,,,,0.0,416.317930936813,-2.6808,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-11,20.18.37,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,3,20.21.49,659.4224186160951,5136.140094105679,5136.140094105679,1252.4281981507254,0.5713033983367757
559,559,559,19.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.19.53.ims,1.0,6986.62,8-11,4.0,Brenner,1390050230.0,,,,0.0,416.317930936813,-2.6808,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-11,20.19.53,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,3,20.21.49,661.0142231573933,5145.514440163865,5145.514440163865,1241.441793491122,0.5724555771560829
560,560,560,20.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.19.03.ims,1.0,6981.6,8-11,5.0,Brenner,1387025364.0,,,,0.0,416.317930936813,-2.6808,1.16058,1.0,Levenberg-Marquardt,Linear spacing,8-11,20.19.03,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.21.49_F0.ims,3,20.21.49,661.312944198749,5164.157043550565,5164.157043550565,1248.3902770355442,0.5775068940662345
