,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Img_ID_x,Autofocus_score,Z plane,Well coords,Acquisition number,Metrics,Value,Variables,Frequency,Total power,Estimated f,Elapsed time,x,y,Type prediction,Type homography prediction,Type grid prediction,Wellname,time_x,complex_img,Img_ID_y,quality,time_y,Variance,fmean,fmeanbin,fSTD,Spectral_moments
50,50,50,20.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.48.05.ims,2.0,6994.02,9-24,5.0,Brenner,1753735564.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.48.05,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,846.6543538434137,6356.794178315424,6356.794178315424,1128.3437564759702,0.681966073645113
51,51,51,21.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.47.39.ims,4.0,6988.82,9-24,6.0,Brenner,2188360278.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.47.39,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,2442.7778022415523,13530.68596148665,13530.68596148665,23534.33376118197,1.3115061806179966
52,52,52,22.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.46.48.ims,3.0,6983.8,9-24,7.0,Brenner,1422189571.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.46.48,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,719.1800887783405,5445.748759287669,5445.748759287669,1455.7614633137089,0.6001024125610127
53,53,53,23.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.47.14.ims,3.0,6978.84,9-24,8.0,Brenner,3426766813.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.47.14,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,18019.66035623993,86299.56549105718,86299.56549105718,306172.7932535121,7.25391458915779
54,54,54,24.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.47.52.ims,3.0,6973.8,9-24,9.0,Brenner,1774824063.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.47.52,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,883.3702018445703,6562.612205275329,6562.612205275329,1245.6014046526634,0.7042850677858551
55,55,55,25.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.46.35.ims,2.0,6968.78,9-24,10.0,Brenner,1406085120.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.46.35,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,671.0197980727476,5182.986134549071,5182.986134549071,1231.5006225366928,0.5717277280539039
56,56,56,26.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.47.01.ims,3.0,6963.78,9-24,11.0,Brenner,1615199748.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.47.01,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,1799.3117246089528,11414.81279691054,11414.81279691054,19946.55345698453,1.090023974100174
57,57,57,27.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.47.26.ims,4.0,6958.76,9-24,12.0,Brenner,10320791363.0,,,,1.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.47.26,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,77222.82587334406,316868.6803262323,316868.6803262323,1166207.5844450155,21.056546516687014
58,58,58,28.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.48.18.ims,2.0,6953.68,9-24,13.0,Brenner,1743736663.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.48.18,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,834.9257363841109,6305.1350823508055,6305.1350823508055,1141.1736385395138,0.6782043536727617
59,59,59,29.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.48.31.ims,1.0,6948.6,9-24,14.0,Brenner,1731636988.0,,,,0.0,418.609238147736,56.1403,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-24,20.48.31,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.48.57_F0.ims,3,20.48.57,828.1154719152092,6286.657812616068,6286.657812616068,1149.6371115404104,0.6787752132830278
60,60,60,0.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.33.08.ims,,7029.34,9-23,0.0,Brenner,1495806365.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.33.08,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,1017.1655388662912,7080.686892828636,7080.686892828636,5632.658266478643,0.7395317886233765
61,61,61,1.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.35.06.ims,,7034.32,9-23,1.0,Brenner,1379168848.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.35.06,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,653.3522403139924,5090.509863782354,5090.509863782354,1253.283551104597,0.5657160360017234
62,62,62,2.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.35.57.ims,,7039.08,9-23,2.0,Brenner,1371667292.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.35.57,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,649.4030904028914,5082.143714867292,5082.143714867292,1237.7827962405167,0.566301839240142
63,63,63,3.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.34.53.ims,,7044.06,9-23,3.0,Brenner,1377721793.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.34.53,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,652.1074261503599,5091.269458403753,5091.269458403753,1254.09639768672,0.5660998414470887
64,64,64,4.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.35.32.ims,,7048.94,9-23,4.0,Brenner,1375593567.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.35.32,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,652.296587930934,5050.057764183935,5050.057764183935,1244.9876289688666,0.5578953678813257
65,65,65,5.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.34.40.ims,,7053.92,9-23,5.0,Brenner,1377182275.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.34.40,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,651.8675607263357,5110.4035602650965,5110.4035602650965,1230.4330966580294,0.570405585741483
66,66,66,6.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.35.19.ims,,7058.88,9-23,6.0,Brenner,1371590648.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.35.19,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,650.9901920324611,5042.215777940268,5042.215777940268,1236.794787389579,0.5576870822282315
67,67,67,7.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.36.10.ims,,7063.78,9-23,7.0,Brenner,1368820099.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.36.10,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,648.9241864368013,5043.371375657267,5043.371375657267,1241.9401443604609,0.5585315062568696
68,68,68,8.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.35.45.ims,,7068.78,9-23,8.0,Brenner,1374823855.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.35.45,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,651.0954300955619,5092.832514907792,5092.832514907792,1259.7277706894122,0.5679866888734215
69,69,69,9.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.36.49.ims,,7073.76,9-23,9.0,Brenner,1371313102.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.36.49,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,648.6017883377499,5057.567091102567,5057.567091102567,1246.8731242873123,0.5615932131395589
70,70,70,10.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.36.23.ims,,7078.7,9-23,10.0,Brenner,1375643441.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.36.23,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,651.8890432436091,5098.993376702458,5098.993376702458,1256.919512861244,0.5685146452356893
71,71,71,11.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.37.01.ims,,7083.68,9-23,11.0,Brenner,1370734711.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.37.01,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,650.7287307942532,5055.250490708168,5055.250490708168,1248.4027303094238,0.5611919088341977
72,72,72,12.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.36.36.ims,,7088.66,9-23,12.0,Brenner,1370957862.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.36.36,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,648.7662889775601,5050.4806961467175,5050.4806961467175,1248.6025993272465,0.5600291841079381
73,73,73,13.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.37.27.ims,,7093.64,9-23,13.0,Brenner,1362510125.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.37.27,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,645.613443293827,4992.70946347917,4992.70946347917,1221.8441522685598,0.5502826091649953
74,74,74,14.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.37.50.ims,,7098.64,9-23,14.0,Brenner,1374214013.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.37.50,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,649.0478491877293,5070.293848800975,5070.293848800975,1235.103684712515,0.5628979599205708
75,75,75,15.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.37.14.ims,,7019.24,9-23,0.0,Brenner,1369920459.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.37.14,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,649.9350594174466,5106.226498989802,5106.226498989802,1261.733181246616,0.5721083895547155
76,76,76,16.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.39.45.ims,,7014.2,9-23,1.0,Brenner,1380190201.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.39.45,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,661.6431900561379,5127.811027404908,5127.811027404908,1257.9786143375125,0.5689913122829212
77,77,77,17.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.38.16.ims,,7009.1,9-23,2.0,Brenner,1375471998.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.38.16,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,650.7945408377344,5064.195768343653,5064.195768343653,1255.1250254885936,0.5614089675155285
78,78,78,18.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.38.41.ims,,7004.02,9-23,3.0,Brenner,1377852733.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.38.41,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,650.4113766033535,5041.161864224628,5041.161864224628,1240.4782386075335,0.5559431016227948
79,79,79,19.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.38.03.ims,,6998.96,9-23,4.0,Brenner,1377733523.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.38.03,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,650.8985871301498,5083.800453776284,5083.800453776284,1242.1358505389528,0.5643926497361202
80,80,80,20.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.38.54.ims,,6993.94,9-23,5.0,Brenner,1380073220.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.38.54,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,652.5274234602548,5093.986534316766,5093.986534316766,1264.0892148422415,0.5663395923607673
81,81,81,21.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.39.20.ims,,6988.78,9-23,6.0,Brenner,1374249886.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.39.20,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,651.4138665420411,5068.388715774355,5068.388715774355,1222.9735397178576,0.5613827657394486
82,82,82,22.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.39.32.ims,,6983.76,9-23,7.0,Brenner,1373530033.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.39.32,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,652.2865340698407,5052.365137733669,5052.365137733669,1228.1153170391608,0.5574235659319373
83,83,83,23.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.38.28.ims,,6978.72,9-23,8.0,Brenner,1373452609.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.38.28,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,649.8377927687106,5054.503217971005,5054.503217971005,1236.0334100818409,0.5596883523989366
84,84,84,24.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.39.07.ims,,6973.66,9-23,9.0,Brenner,1374315126.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.39.07,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,649.5059017103121,5047.053475280469,5047.053475280469,1227.0785617589042,0.557705198170696
85,85,85,25.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.39.58.ims,,6968.66,9-23,10.0,Brenner,1394713716.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.39.58,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,717.6696937561439,5374.730461126177,5374.730461126177,1618.9970430798655,0.5895832501500631
86,86,86,26.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.40.11.ims,,6963.6,9-23,11.0,Brenner,1838379152.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.40.11,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,4165.018797868632,22758.64571075636,22758.64571075636,66547.2123095821,2.063314080106877
87,87,87,27.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.40.23.ims,,6958.56,9-23,12.0,Brenner,4055842903.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.40.23,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,25088.20176424828,121886.96696904188,121886.96696904188,449934.07056279154,9.941132299547514
88,88,88,28.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.40.36.ims,,6953.48,9-23,13.0,Brenner,7210271071.0,,,,1.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.40.36,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,74783.0225838295,268275.6487902408,268275.6487902408,1146096.253742064,19.156557425307636
89,89,89,29.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_20.40.49.ims,,6948.42,9-23,14.0,Brenner,1891600564.0,,,,0.0,417.855094909668,51.6156,-3.43128,1.0,Levenberg-Marquardt,Linear spacing,9-23,20.40.49,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_20.41.15_F0.ims,1,20.41.15,1328.605769623944,8294.333668877745,8294.333668877745,7104.557386965764,0.8609287796066937
90,90,90,0.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_19.04.50.ims,,7016.72,7-3,0.0,Brenner,1766115172.0,,,,0.0,416.857832431793,-38.8784,5.75244,1.0,Levenberg-Marquardt,Linear spacing,7-3,19.04.50,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_19.12.55_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_19.12.55_F0.ims,2,19.12.55,844.4837363266355,6425.884751659695,6425.884751659695,1155.0845289439692,0.6956093336059347
91,91,91,1.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_19.07.12.ims,,7021.7,7-3,1.0,Brenner,1452507081.0,,,,0.0,416.857832431793,-38.8784,5.75244,1.0,Levenberg-Marquardt,Linear spacing,7-3,19.07.12,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_19.12.55_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_19.12.55_F0.ims,2,19.12.55,688.8548095509759,5311.429750476304,5311.429750476304,1233.5390416263322,0.5839440838980647
92,92,92,2.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_19.06.34.ims,,7026.62,7-3,2.0,Brenner,1463169449.0,,,,0.0,416.857832431793,-38.8784,5.75244,1.0,Levenberg-Marquardt,Linear spacing,7-3,19.06.34,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_19.12.55_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_19.12.55_F0.ims,2,19.12.55,699.5887748452882,5399.048847724557,5399.048847724557,1247.8227636050492,0.594732318196439
93,93,93,3.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_19.07.50.ims,,7031.68,7-3,3.0,Brenner,1441567813.0,,,,0.0,416.857832431793,-38.8784,5.75244,1.0,Levenberg-Marquardt,Linear spacing,7-3,19.07.50,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_19.12.55_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_19.12.55_F0.ims,2,19.12.55,682.1615323408897,5266.70040059417,5266.70040059417,1214.7257116714038,0.5782579859592105
94,94,94,4.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_19.06.21.ims,,7036.66,7-3,4.0,Brenner,1481042542.0,,,,0.0,416.857832431793,-38.8784,5.75244,1.0,Levenberg-Marquardt,Linear spacing,7-3,19.06.21,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_19.12.55_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_19.12.55_F0.ims,2,19.12.55,724.1186662725171,5518.045731951453,5518.045731951453,1257.366215034794,0.6044732069635026
95,95,95,5.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_19.06.59.ims,,7041.66,7-3,5.0,Brenner,1448643598.0,,,,0.0,416.857832431793,-38.8784,5.75244,1.0,Levenberg-Marquardt,Linear spacing,7-3,19.06.59,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_19.12.55_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_19.12.55_F0.ims,2,19.12.55,687.0732788359002,5312.385766983358,5312.385766983358,1237.8985448006772,0.5849862317438952
96,96,96,6.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_19.07.38.ims,,7046.64,7-3,6.0,Brenner,1442639891.0,,,,0.0,416.857832431793,-38.8784,5.75244,1.0,Levenberg-Marquardt,Linear spacing,7-3,19.07.38,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_19.12.55_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_19.12.55_F0.ims,2,19.12.55,683.6251915076282,5304.9820639814125,5304.9820639814125,1249.3567439435035,0.5852743636193546
97,97,97,7.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_19.06.46.ims,,7051.62,7-3,7.0,Brenner,1455260157.0,,,,0.0,416.857832431793,-38.8784,5.75244,1.0,Levenberg-Marquardt,Linear spacing,7-3,19.06.46,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_19.12.55_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_19.12.55_F0.ims,2,19.12.55,688.9686768949834,5360.626977538089,5360.626977538089,1235.4850654802688,0.5930388045464856
98,98,98,8.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_19.07.25.ims,,7056.6,7-3,8.0,Brenner,1442961058.0,,,,0.0,416.857832431793,-38.8784,5.75244,1.0,Levenberg-Marquardt,Linear spacing,7-3,19.07.25,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_19.12.55_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_19.12.55_F0.ims,2,19.12.55,684.0325838518257,5344.727864164567,5344.727864164567,1249.5830674532815,0.593730630150695
99,99,99,9.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_19.09.30.ims,,7061.58,7-3,9.0,Brenner,8785036631.0,,,,0.0,416.857832431793,-38.8784,5.75244,1.0,Levenberg-Marquardt,Linear spacing,7-3,19.09.30,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_19.12.55_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_19.12.55_F0.ims,2,19.12.55,44671.48349997351,236340.7113962607,236340.7113962607,746399.297897065,15.98793328466922
100,100,100,10.0,H2B_monastrol_500um_day1_2024-04-15_Protocol 59_19.08.41.ims,,7066.58,7-3,10.0,Brenner,1435662097.0,,,,0.0,416.857832431793,-38.8784,5.75244,1.0,Levenberg-Marquardt,Linear spacing,7-3,19.08.41,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_19.12.55_F0.ims,H2B_monastrol_500um_day1_2024-04-15_Hoechst_GFP_19.12.55_F0.ims,2,19.12.55,680.8449465086974,5236.817560565428,5236.817560565428,1238.303384830709,0.5740781133008594
